codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,nombre_tipologia,nombre,total_habitaciones,precio_lista,precio lista miles,precio_venta,estado_comercial,Estado comercial,PISO,P_m2 dolares con dscto y area libre,area_techada,area_libre,area_total
CP,Capadocia,CP-A,Torre A,AX04 - 31.20 - 1 dorm - Exterior,A704,1,300711.27,S/ 300.71,0,disponible,Disponible,7,$2283,31.2,0,31.2
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A704,3,411707.24,S/ 411.71,0,disponible,Disponible,7,$1529,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A704,3,559427.55,S/ 559.43,0,disponible,Disponible,7,$2002,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A705,2,491424.44,S/ 491.42,0,disponible,Disponible,7,$2115,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A705,3,413752.54,S/ 413.75,0,disponible,Disponible,7,$1529,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A706,1,359601.6,S/ 359.60,0,disponible,Disponible,7,$2092,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A706,3,427050.99,S/ 427.05,0,disponible,Disponible,7,$1513,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A707,1,352249.44,S/ 352.25,0,disponible,Disponible,7,$2141,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A707,2,350756.09,S/ 350.76,0,disponible,Disponible,7,$1495,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A708,1,256428.12,S/ 256.43,0,disponible,Disponible,7,$1556,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A708,2,457685.93,S/ 457.69,0,disponible,Disponible,7,$2064,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A709,1,256300.2,S/ 256.30,0,disponible,Disponible,7,$1556,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A709,3,516231.46,S/ 516.23,454520,vendido,Separado/Vendido,7,$1728,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A710,1,258267.52,S/ 258.27,0,disponible,Disponible,7,$1564,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B701,2,416037.74,S/ 416.04,353632.08,proceso de separación,Separado/Vendido,7,$1850,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B701,2,504819.02,S/ 504.82,0,disponible,Disponible,7,$2164,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B702,2,480900.13,S/ 480.90,0,disponible,Disponible,7,$2116,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B702,2,620544.3,S/ 620.54,0,disponible,Disponible,7,$2330,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B703,1,338812.64,S/ 338.81,0,disponible,Disponible,7,$2265,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B703,2,631078.03,S/ 631.08,0,disponible,Disponible,7,$2235,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B704,1,360240,S/ 360.24,0,disponible,Disponible,7,$2191,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B704,3,796784,S/ 796.78,0,disponible,Disponible,7,$2400,78.63,0,78.63
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B705,2,530388.8,S/ 530.39,0,disponible,Disponible,7,$2190,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B705,3,655790.49,S/ 655.79,0,disponible,Disponible,7,$2251,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B706,3,534803.43,S/ 534.80,454582.92,proceso de separación,Separado/Vendido,7,$1833,65.28,0,65.28
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B706,3,647153.51,S/ 647.15,0,disponible,Disponible,7,$2309,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B707,3,571751.4,S/ 571.75,0,disponible,Disponible,7,$1940,69.79,0,69.79
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B708,2,467283.15,S/ 467.28,0,disponible,Disponible,7,$2045,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,701,2,396400,S/ 396.40,356760,vendido,Separado/Vendido,7,$1670,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,702,3,542391.11,S/ 542.39,488152,vendido,Separado/Vendido,7,$1688,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,703,3,401000,S/ 401.00,397000,vendido,Separado/Vendido,7,$1594,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,704,3,521210,S/ 521.21,469088.72,vendido,Separado/Vendido,7,$1720,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,705,2,393293.33,S/ 393.29,353964.3,vendido,Separado/Vendido,7,$1653,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,706,2,358347.78,S/ 358.35,322514,vendido,Separado/Vendido,7,$1667,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,707,3,526696.67,S/ 526.70,474027,vendido,Separado/Vendido,7,$1753,71.18,0,71.18
SL,Sialia,,,Tipo 1,701,1,283733.33,S/ 283.73,0,disponible,Disponible,7,$1680,40,0,40
UN,Edificio Unique,,,Tipo 1,701,2,385600,S/ 385.60,0,disponible,Disponible,7,$1651,55.32,0,55.32
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,701,3,536500,S/ 536.50,536500,vendido,Separado/Vendido,7,$1965,71.85,0,71.85
GY,Alicanto,,,Tipo 1,701,3,578488.77,S/ 578.49,0,disponible,Disponible,7,$1743,78.61,0,78.61
MA,Edificio Mariategui,,,Tipo 1,701,3,582300,S/ 582.30,540000,vendido,Separado/Vendido,7,$1801,78.9,0,78.9
CUBA,Edificio Cuba Connect,,,Tipo 1,701,3,609613,S/ 609.61,566424,vendido,Separado/Vendido,7,$1895,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,701,3,657000,S/ 657.00,657000,vendido,Separado/Vendido,7,$1658,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,701,3,720627.61,S/ 720.63,575000,vendido,Separado/Vendido,7,$1868,81,0,81
FX,Fenix,,,Tipo 1E,701,3,501381.24,S/ 501.38,447799.21,vendido,Separado/Vendido,7,$1655,69.78,2.33,72.11
CUBA,Edificio Cuba Connect,,,TIPO 2,702,1,381018,S/ 381.02,333000,vendido,Separado/Vendido,7,$1782,49.17,0,49.17
SL,Sialia,,,TIPO 2,702,2,406518.93,S/ 406.52,0,disponible,Disponible,7,$1680,57.31,0,57.31
MA,Edificio Mariategui,,,TIPO 2,702,3,553500,S/ 553.50,501304,vendido,Separado/Vendido,7,$1759,75,0,75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,702,1,558700,S/ 558.70,558700,vendido,Separado/Vendido,7,$2073,70.94,0,70.94
GY,Alicanto,,,TIPO 2,702,3,565445.23,S/ 565.45,469426.23,vendido,Separado/Vendido,7,$1525,81,0,81
URT,Los Jardines de Urteaga,,,TIPO 2,702,3,604440,S/ 604.44,604440,vendido,Separado/Vendido,7,$1656,96.03,0,96.03
EEUU,Edificio Urbanzen,,,TIPO 2,702,3,615458.13,S/ 615.46,546000.13,vendido,Separado/Vendido,7,$2050,70.08,0,70.08
FX,Fenix,,,Tipo 2E,702,2,454000,S/ 454.00,0,disponible,Disponible,7,$1862,56.65,2.05,58.7
GY,Alicanto,,,Tipo 3,703,1,284993.37,S/ 284.99,0,disponible,Disponible,7,$1687,40.02,0,40.02
EEUU,Edificio Urbanzen,,,Tipo 3,703,1,365501.56,S/ 365.50,309369.6,vendido,Separado/Vendido,7,$1920,42.4,0,42.4
SL,Sialia,,,Tipo 3,703,2,369953.22,S/ 369.95,327000.22,vendido,Separado/Vendido,7,$1758,48.95,0,48.95
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,703,3,531300,S/ 531.30,467700,vendido,Separado/Vendido,7,$1745,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,703,3,585657.51,S/ 585.66,550518.06,vendido,Separado/Vendido,7,$1826,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,703,3,646344,S/ 646.34,570524.4,vendido,Separado/Vendido,7,$1800,83.41,0,83.41
FX,Fenix,,,Tipo 3B,703,3,461222,S/ 461.22,415175.12,vendido,Separado/Vendido,7,$1561,67.78,3.48,71.26
MA,Edificio Mariategui,,,Tipo 4,704,1,298400,S/ 298.40,298400,vendido,Separado/Vendido,7,$1942,40.44,0,40.44
GY,Alicanto,,,Tipo 4,704,2,375396.02,S/ 375.40,330663.08,vendido,Separado/Vendido,7,$1654,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,704,3,533800,S/ 533.80,500000,vendido,Separado/Vendido,7,$1857,70.85,0,70.85
SL,Sialia,,,Tipo 4,704,3,548794.31,S/ 548.79,0,disponible,Disponible,7,$1840,70.64,0,70.64
CUBA,Edificio Cuba Connect,,,Tipo 4,704,3,601012,S/ 601.01,601012,vendido,Separado/Vendido,7,$2039,77.56,0,77.56
EEUU,Edificio Urbanzen,,,Tipo 4,704,3,642661.91,S/ 642.66,578395.72,vendido,Separado/Vendido,7,$2030,74.98,0,74.98
FX,Fenix,,,Tipo 4B,704,2,388205.64,S/ 388.21,350000,vendido,Separado/Vendido,7,$1728,52.33,1.68,54.01
GY,Alicanto,,,TIPO 5,705,2,393257.09,S/ 393.26,357000,vendido,Separado/Vendido,7,$1741,53.96,0,53.96
SL,Sialia,,,TIPO 5,705,3,473480,S/ 473.48,0,disponible,Disponible,7,$1680,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,705,3,509800,S/ 509.80,509800,vendido,Separado/Vendido,7,$1882,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,705,3,651303,S/ 651.30,574902,vendido,Separado/Vendido,7,$1800,84.05,0,84.05
FX,Fenix,,,Tipo 5B,705,3,427694.94,S/ 427.69,385134,vendido,Separado/Vendido,7,$1515,65.99,1.38,67.37
GY,Alicanto,,,TIPO 6,706,3,458834.13,S/ 458.83,0,disponible,Disponible,7,$1564,69.49,0,69.49
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 6,706,3,520000,S/ 520.00,520000,vendido,Separado/Vendido,7,$1881,72.76,0,72.76
CUBA,Edificio Cuba Connect,,,TIPO 6,706,3,629520,S/ 629.52,561523.2,vendido,Separado/Vendido,7,$1768,83.56,0,83.56
SL,Sialia,,,Tipo 6A,706,3,416163.33,S/ 416.16,0,disponible,Disponible,7,$1500,65.71,0,65.71
SL,Sialia,,,Tipo 7,707,3,486064.33,S/ 486.06,437457.9,vendido,Separado/Vendido,7,$1650,69.77,0,69.77
SL,Sialia,,,Tipo 8A,708,3,440314.87,S/ 440.31,396284,vendido,Separado/Vendido,7,$1490,69.99,0,69.99
MD,Modena,,,X01 - 40.02 - 1 dorm - Interior,701,1,331177.04,S/ 331.18,0,disponible,Disponible,7,$1960,40.02,0,40.02
MD,Modena,,,X02 - 73.57 - 3 dorm - Exterior,702,3,603227.52,S/ 603.23,0,disponible,Disponible,7,$1942,73.57,0,73.57
MD,Modena,,,X03 - 57.39 - 2 dorm - Exterior,703,2,474686.49,S/ 474.69,405000,vendido,Separado/Vendido,7,$1867,57.1,0,57.1
MD,Modena,,,X04 - 54.76 - 2 dorm - Exterior,704,2,454485.29,S/ 454.49,421512.48,vendido,Separado/Vendido,7,$2029,54.67,0,54.67
MD,Modena,,,X05 - 76.91 - 3 dorm - Exterior,705,3,630613.42,S/ 630.61,0,disponible,Disponible,7,$1942,76.91,0,76.91
MD,Modena,,,X06 - 38.34 - 1 dorm - Interior,706,1,331756.3,S/ 331.76,288627.98,proceso de separación,Separado/Vendido,7,$1895,40.09,0,40.09
MD,Modena,,,X07 - 49.01 - 2 dorm - Interior,707,2,390688.51,S/ 390.69,0,disponible,Disponible,7,$1888,49.01,0,49.01
MD,Modena,,,X08 - 75.52 - 3 dorm - Interior,708,3,574553.46,S/ 574.55,0,disponible,Disponible,7,$1803,75.49,0,75.49
MD,Modena,,,X09 - 53.05 - 2 dorm - Interior,709,2,422654.65,S/ 422.65,0,disponible,Disponible,7,$1888,53.02,0,53.02
NP,Torre Nápoles,NP-B,Torre B,,A816,,190550.7,S/ 190.55,0,no disponible,No Disponible,8,$1536,30.17,0,30.17
NP,Torre Nápoles,NP-B,Torre B,,B802,,192300.51,S/ 192.30,0,no disponible,No Disponible,8,$1619,28.89,0,28.89
NP,Torre Nápoles,NP-B,Torre B,,A815,,233594.17,S/ 233.59,0,no disponible,No Disponible,8,$1503,37.8,0,37.8
NP,Torre Nápoles,NP-B,Torre B,,B805,,234150.35,S/ 234.15,0,no disponible,No Disponible,8,$1503,37.89,0,37.89
NP,Torre Nápoles,NP-B,Torre B,,A812,,318467.29,S/ 318.47,0,no disponible,No Disponible,8,$1478,52.4,0,52.4
NP,Torre Nápoles,NP-B,Torre B,,A811,,336578.6,S/ 336.58,0,no disponible,No Disponible,8,$1478,55.38,0,55.38
NP,Torre Nápoles,NP-B,Torre B,,B801,,337780.39,S/ 337.78,0,no disponible,No Disponible,8,$1561,52.63,0,52.63
NP,Torre Nápoles,NP-B,Torre B,,B804,,340019.77,S/ 340.02,0,no disponible,No Disponible,8,$1462,56.58,0,56.58
NP,Torre Nápoles,NP-B,Torre B,,A814,,360544.28,S/ 360.54,0,no disponible,No Disponible,8,$1486,59,0,59
NP,Torre Nápoles,NP-B,Torre B,,A813,,362621.99,S/ 362.62,0,no disponible,No Disponible,8,$1486,59.34,0,59.34
NP,Torre Nápoles,NP-B,Torre B,,B803,,433891.4,S/ 433.89,0,no disponible,No Disponible,8,$1545,68.33,0,68.33
001,Edificio Valdizan,,,,801,,519200,S/ 519.20,504200,vendido,Separado/Vendido,8,$1964,67.55,0,67.55
ES,Edificio Saenz,,,1,801,3,405100,S/ 405.10,405100,vendido,Separado/Vendido,8,$1354,78.73,0,78.73
ES,Edificio Saenz,,,2,802,3,395380,S/ 395.38,395380,vendido,Separado/Vendido,8,$1389,74.92,0,74.92
ES,Edificio Saenz,,,3,803,3,410380,S/ 410.38,410380,vendido,Separado/Vendido,8,$1441,74.92,0,74.92
ES,Edificio Saenz,,,4,804,3,406980,S/ 406.98,406980,vendido,Separado/Vendido,8,$1369,78.26,0,78.26
ES,Edificio Saenz,,,5,805,3,468500,S/ 468.50,446100,proceso de separación,Separado/Vendido,8,$1371,85.64,0,85.64
ES,Edificio Saenz,,,6,806,3,434600,S/ 434.60,434600,vendido,Separado/Vendido,8,$1400,81.69,0,81.69
MT,Matera,MT-A,Torre A,AX01 - 54.57 - 2 dorm - Exterior,A801,2,518415,S/ 518.42,0,disponible,Disponible,8,$2295,54.94,0,54.94
NP,Torre Nápoles,NP-A,Torre A,AX01 - 57.04 - 2 dorm - Exterior,A801,2,365538.26,S/ 365.54,0,disponible,Disponible,8,$1559,57.04,0,57.04
CP,Capadocia,CP-A,Torre A,AX01 - 68.81 - 3 dorm - Exterior,A801,3,605173,S/ 605.17,0,disponible,Disponible,8,$2083,68.81,0,68.81
CP,Capadocia,CP-A,Torre A,AX02 - 40.13 - 1 dorm - Exterior,A802,1,369052.81,S/ 369.05,0,disponible,Disponible,8,$2178,40.13,0,40.13
MT,Matera,MT-A,Torre A,AX02 - 54.57 - 1 dorm - Exterior,A802,1,391357.78,S/ 391.36,0,no disponible,No Disponible,8,$2368,40.2,0,40.2
NP,Torre Nápoles,NP-A,Torre A,AX02 - 55.48 - 2 dorm - Exterior,A802,2,357446.61,S/ 357.45,0,disponible,Disponible,8,$1567,55.48,0,55.48
NP,Torre Nápoles,NP-A,Torre A,AX03 - 39.01 - 1 dorm - Exterior,A803,1,266753.04,S/ 266.75,228436,vendido,Separado/Vendido,8,$1539,40.12,0,40.12
CP,Capadocia,CP-A,Torre A,AX03 - 71.88 - 3 dorm - Exterior,A803,3,632173.16,S/ 632.17,0,disponible,Disponible,8,$2083,71.88,0,71.88
MT,Matera,MT-A,Torre A,AX03 - 76.85 - 3 dorm - Exterior,A803,3,713851.11,S/ 713.85,0,disponible,Disponible,8,$2243,77.4,0,77.4
NP,Torre Nápoles,NP-A,Torre A,AX04 - 66.68 - 3 dorm - Interna,A804,3,409526.41,S/ 409.53,0,disponible,Disponible,8,$1521,65.49,0,65.49
MT,Matera,MT-A,Torre A,AX04 - 67.60 - 3 dorm - Interna,A804,3,556573.33,S/ 556.57,0,disponible,Disponible,8,$1992,67.98,0,67.98
MT,Matera,MT-A,Torre A,AX05 - 65.50 - 2 dorm - Interna,A805,2,489038.89,S/ 489.04,0,disponible,Disponible,8,$2105,56.51,0,56.51
NP,Torre Nápoles,NP-A,Torre A,AX05 - 65.81 - 3 dorm - Exterior,A805,3,411561.06,S/ 411.56,0,disponible,Disponible,8,$1521,65.81,0,65.81
MT,Matera,MT-A,Torre A,AX06 - 39.43 - 1 dorm - Interna,A806,1,357936.78,S/ 357.94,0,disponible,Disponible,8,$2082,41.82,0,41.82
NP,Torre Nápoles,NP-A,Torre A,AX06 - 68.65 - 3 dorm - Exterior,A806,3,424764.94,S/ 424.76,0,disponible,Disponible,8,$1505,68.65,0,68.65
MT,Matera,MT-A,Torre A,AX07 - 37.75 - 1 dorm - Interna,A807,1,303201.14,S/ 303.20,268516.62,vendido,Separado/Vendido,8,$1813,40.02,0,40.02
NP,Torre Nápoles,NP-A,Torre A,AX07 - 57.06 - 2 dorm - Interna,A807,2,348855.99,S/ 348.86,0,disponible,Disponible,8,$1487,57.06,0,57.06
NP,Torre Nápoles,NP-A,Torre A,AX08 - 38 - 1 dorm - Interna,A808,1,255093.12,S/ 255.09,0,disponible,Disponible,8,$1548,40.09,0,40.09
MT,Matera,MT-A,Torre A,AX08 - 53.93 - 2 dorm - Interna,A808,2,411498.16,S/ 411.50,370350,vendido,Separado/Vendido,8,$1856,53.93,0,53.93
NP,Torre Nápoles,NP-A,Torre A,AX09 - 38.06 - 1 dorm - Interna,A809,1,254965.86,S/ 254.97,0,disponible,Disponible,8,$1548,40.07,0,40.07
MT,Matera,MT-A,Torre A,AX09 - 70.63 - 3 dorm - Interna,A809,3,581520.33,S/ 581.52,0,disponible,Disponible,8,$1990,71.08,0,71.08
NP,Torre Nápoles,NP-A,Torre A,AX10 - 36.98 - 1 dorm - Interna,A810,1,256930.19,S/ 256.93,0,disponible,Disponible,8,$1556,40.16,0,40.16
CP,Capadocia,CP-B,Torre B,BX01 - 50.29 - 2 dorm - Interna,B801,2,414018.14,S/ 414.02,0,no disponible,No Disponible,8,$1950,50.29,0,50.29
MT,Matera,MT-B,Torre B,BX01 - 58.04 - 2 dorm - Interna,B801,2,502368.44,S/ 502.37,0,disponible,Disponible,8,$2153,56.75,0,56.75
MT,Matera,MT-B,Torre B,BX02 - 55.29 - 2 dorm - Interna,B802,2,478565.67,S/ 478.57,0,disponible,Disponible,8,$2105,55.29,0,55.29
CP,Capadocia,CP-B,Torre B,BX02 - 63.07 - 2 dorm - Externa,B802,2,618011.46,S/ 618.01,0,disponible,Disponible,8,$2321,63.07,0,63.07
MT,Matera,MT-B,Torre B,BX03 - 36.31 - 1 dorm - Interna,B803,1,337279.56,S/ 337.28,0,disponible,Disponible,8,$2254,36.39,0,36.39
CP,Capadocia,CP-B,Torre B,BX03 - 66.87 - 2 dorm - Externa,B803,2,628392.59,S/ 628.39,0,disponible,Disponible,8,$2226,66.87,0,66.87
MT,Matera,MT-B,Torre B,BX04 - 39.50 - 1 dorm - Interna,B804,1,358572.22,S/ 358.57,0,disponible,Disponible,8,$2181,40,0,40
CP,Capadocia,CP-B,Torre B,BX04 - 78.12 - 3 dorm - Externa,B804,3,718425.25,S/ 718.43,634000,vendido,Separado/Vendido,8,$2136,78.12,0,78.12
CP,Capadocia,CP-B,Torre B,BX05 - 57.36 - 2 dorm - Interna,B805,2,515989.7,S/ 515.99,0,no disponible,No Disponible,8,$2131,57.36,0,57.36
MT,Matera,MT-B,Torre B,BX05 - 70.28 - 2 dorm - Externa,B805,3,570120.94,S/ 570.12,570120.94,vendido,Separado/Vendido,8,$2174,70.88,0,70.88
CP,Capadocia,CP-B,Torre B,BX06 - 65.28 - 3 dorm - Interna,B806,3,555657.11,S/ 555.66,0,no disponible,No Disponible,8,$2020,65.15,0,65.15
MT,Matera,MT-B,Torre B,BX06 - 67.82 - 3 dorm - Externa,B806,3,571953.8,S/ 571.95,510000,vendido,Separado/Vendido,8,$2022,68.18,0,68.18
CP,Capadocia,CP-B,Torre B,BX07 - 69.52 - 3 dorm - Interna,B807,3,566747.58,S/ 566.75,0,disponible,Disponible,8,$1931,69.52,0,69.52
CP,Capadocia,CP-B,Torre B,BX08 - 54.12 - 2 dorm - Interna,B808,2,465109.74,S/ 465.11,0,disponible,Disponible,8,$2035,54.12,0,54.12
TZ,Tizón y Bueno,,,Tipo 01 - A,801,2,391800,S/ 391.80,352620,vendido,Separado/Vendido,8,$1651,56.21,0,56.21
TZ,Tizón y Bueno,,,Tipo 02 - A,802,3,524300,S/ 524.30,471870,vendido,Separado/Vendido,8,$1631,76.12,0,76.12
TZ,Tizón y Bueno,,,Tipo 03 - A,803,3,442222.22,S/ 442.22,398000,vendido,Separado/Vendido,8,$1598,65.54,0,65.54
TZ,Tizón y Bueno,,,Tipo 04,804,3,517777.78,S/ 517.78,466000,vendido,Separado/Vendido,8,$1709,71.77,0,71.77
TZ,Tizón y Bueno,,,Tipo 05,805,2,386324.44,S/ 386.32,347692.2,vendido,Separado/Vendido,8,$1624,56.34,0,56.34
TZ,Tizón y Bueno,,,Tipo 06,806,2,350000,S/ 350.00,315000,vendido,Separado/Vendido,8,$1629,50.9,0,50.9
TZ,Tizón y Bueno,,,Tipo 07,807,3,516666.67,S/ 516.67,465000,vendido,Separado/Vendido,8,$1719,71.18,0,71.18
SL,Sialia,,,Tipo 1,801,1,282044.44,S/ 282.04,0,disponible,Disponible,8,$1670,40,0,40
UN,Edificio Unique,,,Tipo 1,801,2,381000,S/ 381.00,0,disponible,Disponible,8,$1631,55.32,0,55.32
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 1,801,3,529200,S/ 529.20,529200,vendido,Separado/Vendido,8,$1938,71.85,0,71.85
MA,Edificio Mariategui,,,Tipo 1,801,3,575800,S/ 575.80,575800,vendido,Separado/Vendido,8,$1920,78.9,0,78.9
GY,Alicanto,,,Tipo 1,801,3,577529.94,S/ 577.53,0,disponible,Disponible,8,$1740,78.61,0,78.61
CUBA,Edificio Cuba Connect,,,Tipo 1,801,3,609613,S/ 609.61,526686,vendido,Separado/Vendido,8,$1762,78.67,0,78.67
URT,Los Jardines de Urteaga,,,Tipo 1,801,3,657000,S/ 657.00,657000,vendido,Separado/Vendido,8,$1658,104.31,0,104.31
EEUU,Edificio Urbanzen,,,Tipo 1,801,3,786600,S/ 786.60,700000,proceso de separación,Separado/Vendido,8,$2274,81,0,81
FX,Fenix,,,Tipo 1F,801,3,531236.62,S/ 531.24,0,disponible,Disponible,8,$1840,68.38,0,68.38
SL,Sialia,,,TIPO 2,802,2,367802.84,S/ 367.80,333000,vendido,Separado/Vendido,8,$1529,57.31,0,57.31
CUBA,Edificio Cuba Connect,,,TIPO 2,802,1,381018,S/ 381.02,381018,vendido,Separado/Vendido,8,$2039,49.17,0,49.17
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 2,802,1,522800,S/ 522.80,522800,vendido,Separado/Vendido,8,$1939,70.94,0,70.94
MA,Edificio Mariategui,,,TIPO 2,802,3,547400,S/ 547.40,495140,vendido,Separado/Vendido,8,$1737,75,0,75
EEUU,Edificio Urbanzen,,,TIPO 2,802,3,564116.35,S/ 564.12,506133.02,vendido,Separado/Vendido,8,$1901,70.08,0,70.08
GY,Alicanto,,,TIPO 2,802,3,564497.56,S/ 564.50,496757.85,vendido,Separado/Vendido,8,$1614,81,0,81
URT,Los Jardines de Urteaga,,,TIPO 2,802,3,639559,S/ 639.56,639559,vendido,Separado/Vendido,8,$1753,96.03,0,96.03
FX,Fenix,,,Tipo 2D.2,802,2,386787.74,S/ 386.79,345037.67,vendido,Separado/Vendido,8,$1602,56.67,0,56.67
GY,Alicanto,,,Tipo 3,803,1,287705.29,S/ 287.71,249443.44,vendido,Separado/Vendido,8,$1640,40.02,0,40.02
SL,Sialia,,,Tipo 3,803,2,336183.33,S/ 336.18,302565.82,vendido,Separado/Vendido,8,$1627,48.95,0,48.95
EEUU,Edificio Urbanzen,,,Tipo 3,803,1,380422.22,S/ 380.42,0,disponible,Disponible,8,$2125,42.4,0,42.4
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 3,803,3,531300,S/ 531.30,457700,vendido,Separado/Vendido,8,$1708,70.52,0,70.52
MA,Edificio Mariategui,,,Tipo 3,803,3,579156.03,S/ 579.16,544406.67,vendido,Separado/Vendido,8,$1805,79.36,0,79.36
CUBA,Edificio Cuba Connect,,,Tipo 3,803,3,646344,S/ 646.34,607563.36,vendido,Separado/Vendido,8,$1917,83.41,0,83.41
FX,Fenix,,,Tipo 3A,803,3,495000,S/ 495.00,0,disponible,Disponible,8,$1730,67.78,0,67.78
MA,Edificio Mariategui,,,Tipo 4,804,1,295100,S/ 295.10,295100,vendido,Separado/Vendido,8,$1920,40.44,0,40.44
GY,Alicanto,,,Tipo 4,804,2,373594.77,S/ 373.59,322500,vendido,Separado/Vendido,8,$1613,52.61,0,52.61
CRUZ,Edificio Santa Cruz Infinite,,,Tipo 4,804,3,533800,S/ 533.80,533800,vendido,Separado/Vendido,8,$1983,70.85,0,70.85
SL,Sialia,,,Tipo 4,804,3,545811.73,S/ 545.81,491230.56,proceso de separación,Separado/Vendido,8,$1830,70.64,0,70.64
EEUU,Edificio Urbanzen,,,Tipo 4,804,3,583545.69,S/ 583.55,541434.14,vendido,Separado/Vendido,8,$1900,74.98,0,74.98
CUBA,Edificio Cuba Connect,,,Tipo 4,804,3,601012,S/ 601.01,565961.4,vendido,Separado/Vendido,8,$1920,77.56,0,77.56
FX,Fenix,,,Tipo 4A,804,2,383333.69,S/ 383.33,345000,vendido,Separado/Vendido,8,$1734,52.35,0,52.35
GY,Alicanto,,,TIPO 5,805,2,393199.33,S/ 393.20,0,disponible,Disponible,8,$1726,53.96,0,53.96
SL,Sialia,,,TIPO 5,805,3,470661.67,S/ 470.66,0,disponible,Disponible,8,$1670,66.75,0,66.75
CRUZ,Edificio Santa Cruz Infinite,,,TIPO 5,805,3,536900,S/ 536.90,536900,vendido,Separado/Vendido,8,$1982,71.27,0,71.27
CUBA,Edificio Cuba Connect,,,TIPO 5,805,3,651303,S/ 651.30,474920,vendido,Separado/Vendido,8,$1487,84.05,0,84.05
